ip_address,hostname,fqdn,region,status,vendor,model,role
10.40.109.207,MIAFLED53,MIAFLED53.southeast.lightspeed.net,southeast,degraded,Cisco,ISR4431,edge
10.10.140.78,AUSTXED23,AUSTXED23.central.lightspeed.net,central,retired,Cisco,ISR4431,edge
10.20.93.96,PITPAED87,PITPAED87.east.lightspeed.net,east,active,Juniper,SRX345,edge
10.60.137.137,PHLPAED63,PHLPAED63.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.70.237.73,GEGWADS41,GEGWADS41.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.10.111.172,AUSTXRT31,AUSTXRT31.central.lightspeed.net,central,down,Arista,7050X3,rtr
10.30.69.250,SFOCAED79,SFOCAED79.west.lightspeed.net,west,degraded,Cisco,ISR4431,edge
10.60.179.114,NYCNYED68,NYCNYED68.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.10.71.238,DALTXSW97,DALTXSW97.central.lightspeed.net,central,degraded,Cisco,Catalyst9300,sw
10.60.84.21,NYCNYED01,NYCNYED01.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.20.121.224,ATLGAAG34,ATLGAAG34.east.lightspeed.net,east,active,ADVA,FSP3000,agg
10.10.140.79,OKCOKAG29,OKCOKAG29.central.lightspeed.net,central,active,Arista,7280R,agg
10.30.131.167,SEAWAED59,SEAWAED59.west.lightspeed.net,west,active,RAD,ETX-2,edge
10.70.160.127,BOIIDSW24,BOIIDSW24.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.70.101.219,BOIIDDS78,BOIIDDS78.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.10.249.135,AUSTXED04,AUSTXED04.central.lightspeed.net,central,active,Cisco,ISR4431,edge
10.60.12.26,NYCNYAG47,NYCNYAG47.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg
10.60.248.214,NYCNYAG52,NYCNYAG52.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg
10.30.158.82,LAXCADS30,LAXCADS30.west.lightspeed.net,west,active,ADVA,FSP150,dist
10.70.124.13,GEGWAED77,GEGWAED77.northwest.lightspeed.net,northwest,down,Juniper,SRX345,edge
10.10.15.223,OKCOKED57,OKCOKED57.central.lightspeed.net,central,retired,RAD,ETX-2,edge
10.70.20.226,PORORRT81,PORORRT81.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr
10.20.148.78,PITPADS20,PITPADS20.east.lightspeed.net,east,active,ADVA,FSP150,dist
10.10.206.28,OKCOKED20,OKCOKED20.central.lightspeed.net,central,active,RAD,ETX-2,edge
10.70.65.121,PORORDS19,PORORDS19.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.30.184.132,LAXCAED09,LAXCAED09.west.lightspeed.net,west,down,Cisco,ISR4431,edge
10.70.195.190,BOIIDDS39,BOIIDDS39.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.30.202.139,SEAWASW10,SEAWASW10.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.30.73.68,LAXCADS33,LAXCADS33.west.lightspeed.net,west,active,ADVA,FSP150,dist
10.70.50.254,BOIIDSW62,BOIIDSW62.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw
10.60.112.88,NYCNYSW59,NYCNYSW59.northeast.lightspeed.net,northeast,retired,Cisco,Catalyst9300,sw
10.60.41.5,PHLPAED21,PHLPAED21.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.60.49.117,BOSMASW91,BOSMASW91.northeast.lightspeed.net,northeast,retired,Cisco,Catalyst9300,sw
10.30.90.101,SEAWASW50,SEAWASW50.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.60.228.86,PHLPAAG56,PHLPAAG56.northeast.lightspeed.net,northeast,active,Arista,7280R,agg
10.50.111.2,ELPTXRT05,ELPTXRT05.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr
10.30.28.197,SEAWADS10,SEAWADS10.west.lightspeed.net,west,down,ADVA,FSP150,dist
10.70.225.219,BOIIDED13,BOIIDED13.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,edge
10.60.48.104,BOSMACO24,BOSMACO24.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,core
10.30.4.79,SEAWADS02,SEAWADS02.west.lightspeed.net,west,active,ADVA,FSP150,dist
10.60.193.242,PHLPART30,PHLPART30.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr
10.10.196.196,AUSTXRT13,AUSTXRT13.central.lightspeed.net,central,active,Arista,7050X3,rtr
10.60.99.216,NYCNYDS84,NYCNYDS84.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.30.184.50,SEAWADS63,SEAWADS63.west.lightspeed.net,west,degraded,ADVA,FSP150,dist
10.70.169.35,BOIIDSW38,BOIIDSW38.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.70.68.139,BOIIDED17,BOIIDED17.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge
10.40.141.131,BNATNSW49,BNATNSW49.southeast.lightspeed.net,southeast,degraded,Cisco,Catalyst9300,sw
10.50.154.206,PHXAZRT43,PHXAZRT43.southwest.lightspeed.net,southwest,down,Arista,7050X3,rtr
10.60.94.4,NYCNYDS89,NYCNYDS89.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist
10.60.138.228,NYCNYED46,NYCNYED46.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.20.209.171,PITPAED14,PITPAED14.east.lightspeed.net,east,active,Juniper,SRX345,edge
10.60.109.173,PHLPADS26,PHLPADS26.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist
10.70.148.252,BOIIDED86,BOIIDED86.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge
10.60.155.54,PHLPADS19,PHLPADS19.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist
10.60.219.144,NYCNYSW60,NYCNYSW60.northeast.lightspeed.net,northeast,down,Cisco,Catalyst9300,sw
10.20.126.58,ATLGACO32,ATLGACO32.east.lightspeed.net,east,active,Nokia,7750 SR-1,core
10.60.158.146,NYCNYED61,NYCNYED61.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.70.41.181,BOIIDAG88,BOIIDAG88.northwest.lightspeed.net,northwest,active,Arista,7280R,agg
10.60.154.47,PHLPACO80,PHLPACO80.northeast.lightspeed.net,northeast,active,Juniper,MX204,core
10.20.229.147,PITPAED36,PITPAED36.east.lightspeed.net,east,degraded,Cisco,ISR4431,edge
10.60.124.193,BOSMAED95,BOSMAED95.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.60.240.147,BOSMAED84,BOSMAED84.northeast.lightspeed.net,northeast,down,Cisco,ISR4431,edge
10.60.48.102,BOSMAED47,BOSMAED47.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.60.68.132,BOSMAED98,BOSMAED98.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.20.202.77,CLTNCDS16,CLTNCDS16.east.lightspeed.net,east,active,ADVA,FSP150,dist
10.70.220.182,GEGWASW41,GEGWASW41.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.30.220.253,SFOCADS62,SFOCADS62.west.lightspeed.net,west,active,ADVA,FSP150,dist
10.70.69.190,BOIIDED68,BOIIDED68.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge
10.60.245.243,BOSMAAG03,BOSMAAG03.northeast.lightspeed.net,northeast,down,Arista,7280R,agg
10.10.88.253,OKCOKED90,OKCOKED90.central.lightspeed.net,central,degraded,Cisco,ISR4431,edge
10.30.230.103,SFOCAED05,SFOCAED05.west.lightspeed.net,west,degraded,RAD,ETX-2,edge
10.40.24.36,BNATNDS26,BNATNDS26.southeast.lightspeed.net,southeast,active,ADVA,FSP150,dist
10.30.0.163,SEAWAED57,SEAWAED57.west.lightspeed.net,west,degraded,Juniper,SRX345,edge
10.30.6.141,SFOCART34,SFOCART34.west.lightspeed.net,west,active,Arista,7050X3,rtr
10.40.213.50,JAXFLSW81,JAXFLSW81.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw
10.70.204.13,PORORDS37,PORORDS37.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,dist
10.70.131.22,GEGWADS20,GEGWADS20.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.30.56.146,SEAWACO22,SEAWACO22.west.lightspeed.net,west,degraded,Cisco,NCS540,core
10.70.201.168,BOIIDDS30,BOIIDDS30.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.60.146.49,PHLPART77,PHLPART77.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr
10.20.247.210,PITPASW85,PITPASW85.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.60.44.21,BOSMADS78,BOSMADS78.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.10.227.190,AUSTXSW57,AUSTXSW57.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw
10.30.21.140,SEAWASW93,SEAWASW93.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.30.28.249,SFOCASW64,SFOCASW64.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.60.128.38,PHLPAED61,PHLPAED61.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.50.188.247,ELPTXED64,ELPTXED64.southwest.lightspeed.net,southwest,active,Juniper,SRX345,edge
10.70.171.35,PORORED73,PORORED73.northwest.lightspeed.net,northwest,retired,Cisco,ISR4431,edge
10.30.190.254,LAXCAED13,LAXCAED13.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.70.137.64,BOIIDSW83,BOIIDSW83.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.60.109.108,NYCNYAG95,NYCNYAG95.northeast.lightspeed.net,northeast,active,Arista,7280R,agg
10.60.16.186,BOSMADS07,BOSMADS07.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.40.8.79,BNATNSW20,BNATNSW20.southeast.lightspeed.net,southeast,retired,Cisco,Catalyst9300,sw
10.30.246.29,LAXCASW56,LAXCASW56.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.70.85.171,GEGWAED82,GEGWAED82.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.10.241.91,DALTXSW62,DALTXSW62.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw
10.10.101.191,AUSTXDS86,AUSTXDS86.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.50.232.233,ABQNMCO16,ABQNMCO16.southwest.lightspeed.net,southwest,active,Cisco,NCS540,core
10.30.120.42,SFOCASW04,SFOCASW04.west.lightspeed.net,west,down,Cisco,Catalyst9300,sw
10.30.209.181,LAXCASW81,LAXCASW81.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.20.38.160,PITPADS65,PITPADS65.east.lightspeed.net,east,active,ADVA,FSP150,dist
10.30.144.162,SFOCAAG39,SFOCAAG39.west.lightspeed.net,west,active,Arista,7280R,agg
10.70.119.213,PORORAG54,PORORAG54.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg
10.70.198.64,GEGWASW69,GEGWASW69.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.20.178.253,CLTNCED69,CLTNCED69.east.lightspeed.net,east,degraded,RAD,ETX-2,edge
10.70.91.201,BOIIDED62,BOIIDED62.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge
10.60.54.225,PHLPADS18,PHLPADS18.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist
10.60.222.4,NYCNYDS66,NYCNYDS66.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist
10.70.129.132,BOIIDAG98,BOIIDAG98.northwest.lightspeed.net,northwest,degraded,Arista,7280R,agg
10.30.109.174,SEAWAED72,SEAWAED72.west.lightspeed.net,west,active,Juniper,SRX345,edge
10.60.9.30,NYCNYED09,NYCNYED09.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,edge
10.10.233.209,AUSTXAG53,AUSTXAG53.central.lightspeed.net,central,active,ADVA,FSP3000,agg
10.50.159.240,PHXAZSW55,PHXAZSW55.southwest.lightspeed.net,southwest,down,Cisco,Catalyst9300,sw
10.60.242.28,BOSMART80,BOSMART80.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr
10.60.213.32,BOSMADS98,BOSMADS98.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.40.128.190,JAXFLAG63,JAXFLAG63.southeast.lightspeed.net,southeast,active,Arista,7280R,agg
10.70.78.119,BOIIDRT29,BOIIDRT29.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr
10.60.132.254,NYCNYDS06,NYCNYDS06.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.60.32.57,NYCNYAG24,NYCNYAG24.northeast.lightspeed.net,northeast,retired,ADVA,FSP3000,agg
10.60.217.86,PHLPAED67,PHLPAED67.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge
10.10.179.131,DALTXDS98,DALTXDS98.central.lightspeed.net,central,degraded,Juniper,QFX5120,dist
10.70.80.94,BOIIDDS42,BOIIDDS42.northwest.lightspeed.net,northwest,degraded,Juniper,QFX5120,dist
10.10.133.156,AUSTXED70,AUSTXED70.central.lightspeed.net,central,active,Cisco,ISR4431,edge
10.70.24.175,BOIIDDS88,BOIIDDS88.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.60.149.179,PHLPASW72,PHLPASW72.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.60.210.119,BOSMADS97,BOSMADS97.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist
10.60.125.8,NYCNYRT03,NYCNYRT03.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr
10.30.132.124,LAXCAED27,LAXCAED27.west.lightspeed.net,west,degraded,RAD,ETX-2,edge
10.20.148.205,CLTNCSW98,CLTNCSW98.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.60.107.14,BOSMADS06,BOSMADS06.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist
10.70.251.4,GEGWASW48,GEGWASW48.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.10.91.29,AUSTXRT29,AUSTXRT29.central.lightspeed.net,central,degraded,Arista,7050X3,rtr
10.70.61.119,GEGWAED48,GEGWAED48.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,edge
10.10.151.219,AUSTXED07,AUSTXED07.central.lightspeed.net,central,active,Juniper,SRX345,edge
10.20.131.125,ATLGACO60,ATLGACO60.east.lightspeed.net,east,degraded,Cisco,NCS540,core
10.60.240.179,BOSMAED63,BOSMAED63.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.40.48.142,BNATNED93,BNATNED93.southeast.lightspeed.net,southeast,active,Juniper,SRX345,edge
10.30.214.42,SEAWAED41,SEAWAED41.west.lightspeed.net,west,down,Juniper,SRX345,edge
10.60.218.131,PHLPAED65,PHLPAED65.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,edge
10.70.52.143,GEGWADS47,GEGWADS47.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.60.236.92,NYCNYDS72,NYCNYDS72.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.70.36.111,BOIIDED37,BOIIDED37.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge
10.60.169.137,NYCNYED59,NYCNYED59.northeast.lightspeed.net,northeast,down,Juniper,SRX345,edge
10.70.198.8,PORORDS02,PORORDS02.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist
10.20.100.63,PITPASW83,PITPASW83.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.70.82.143,PORORCO30,PORORCO30.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,core
10.10.212.206,AUSTXED49,AUSTXED49.central.lightspeed.net,central,degraded,Cisco,ISR4431,edge
10.70.31.187,GEGWADS94,GEGWADS94.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist
10.70.45.138,BOIIDSW59,BOIIDSW59.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw
10.60.178.95,PHLPASW42,PHLPASW42.northeast.lightspeed.net,northeast,down,Cisco,Catalyst9300,sw
10.30.74.135,SEAWASW46,SEAWASW46.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.10.24.135,OKCOKED31,OKCOKED31.central.lightspeed.net,central,active,RAD,ETX-2,edge
10.60.60.4,NYCNYDS78,NYCNYDS78.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist
10.10.191.168,OKCOKRT39,OKCOKRT39.central.lightspeed.net,central,degraded,Arista,7050X3,rtr
10.30.227.133,SEAWAED31,SEAWAED31.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.60.19.180,PHLPAED51,PHLPAED51.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.70.159.9,BOIIDED65,BOIIDED65.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,edge
10.20.1.185,ATLGASW25,ATLGASW25.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw
10.70.173.214,GEGWAAG24,GEGWAAG24.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg
10.10.230.23,OKCOKED40,OKCOKED40.central.lightspeed.net,central,active,RAD,ETX-2,edge
10.70.228.138,GEGWART86,GEGWART86.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr
10.40.221.135,MIAFLED58,MIAFLED58.southeast.lightspeed.net,southeast,active,RAD,ETX-2,edge
10.50.11.111,PHXAZDS51,PHXAZDS51.southwest.lightspeed.net,southwest,degraded,Juniper,QFX5120,dist
10.10.227.184,AUSTXDS58,AUSTXDS58.central.lightspeed.net,central,active,ADVA,FSP150,dist
10.70.171.134,BOIIDSW57,BOIIDSW57.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw
10.30.21.227,SEAWAED71,SEAWAED71.west.lightspeed.net,west,active,Cisco,ISR4431,edge
10.60.28.207,PHLPADS30,PHLPADS30.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist
10.60.159.74,PHLPASW11,PHLPASW11.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw
10.70.81.144,GEGWASW34,GEGWASW34.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.30.244.144,SFOCASW38,SFOCASW38.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.70.159.91,PORORRT30,PORORRT30.northwest.lightspeed.net,northwest,degraded,Arista,7050X3,rtr
10.70.231.229,BOIIDED24,BOIIDED24.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge
10.60.213.201,BOSMADS23,BOSMADS23.northeast.lightspeed.net,northeast,down,Juniper,QFX5120,dist
10.40.25.104,BNATNDS06,BNATNDS06.southeast.lightspeed.net,southeast,active,Juniper,QFX5120,dist
10.20.202.80,ATLGADS25,ATLGADS25.east.lightspeed.net,east,active,Juniper,QFX5120,dist
10.60.248.162,NYCNYED19,NYCNYED19.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.60.222.7,PHLPAED06,PHLPAED06.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.30.0.23,LAXCASW66,LAXCASW66.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw
10.30.88.28,SEAWAAG45,SEAWAAG45.west.lightspeed.net,west,active,ADVA,FSP3000,agg
10.30.52.167,SFOCART47,SFOCART47.west.lightspeed.net,west,active,Arista,7050X3,rtr
10.60.246.64,PHLPAED28,PHLPAED28.northeast.lightspeed.net,northeast,degraded,Juniper,SRX345,edge
10.60.201.131,NYCNYED51,NYCNYED51.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.60.231.112,PHLPADS28,PHLPADS28.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist
10.40.18.21,MIAFLSW42,MIAFLSW42.southeast.lightspeed.net,southeast,degraded,Cisco,Catalyst9300,sw
10.30.234.83,SFOCADS61,SFOCADS61.west.lightspeed.net,west,degraded,ADVA,FSP150,dist
10.40.43.43,BNATNAG81,BNATNAG81.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,agg
10.50.167.31,PHXAZED40,PHXAZED40.southwest.lightspeed.net,southwest,active,Juniper,SRX345,edge
10.50.192.182,ELPTXDS97,ELPTXDS97.southwest.lightspeed.net,southwest,down,Juniper,QFX5120,dist
10.10.230.234,DALTXSW23,DALTXSW23.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw
10.10.131.0,OKCOKED77,OKCOKED77.central.lightspeed.net,central,active,RAD,ETX-2,edge
10.70.103.242,BOIIDSW75,BOIIDSW75.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw
10.10.158.237,DALTXED31,DALTXED31.central.lightspeed.net,central,down,Juniper,SRX345,edge
10.30.74.184,SFOCACO15,SFOCACO15.west.lightspeed.net,west,degraded,Juniper,MX204,core
10.60.123.19,BOSMADS58,BOSMADS58.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist
10.60.87.37,PHLPASW22,PHLPASW22.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw
10.60.158.93,NYCNYED20,NYCNYED20.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge
10.20.139.159,CLTNCED11,CLTNCED11.east.lightspeed.net,east,active,RAD,ETX-2,edge
10.30.38.73,LAXCAED87,LAXCAED87.west.lightspeed.net,west,down,Juniper,SRX345,edge
10.60.221.163,PHLPAED59,PHLPAED59.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge
10.50.35.236,ELPTXED11,ELPTXED11.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge
10.70.243.90,BOIIDED21,BOIIDED21.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge
10.70.229.121,BOIIDED48,BOIIDED48.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge
10.30.100.188,SFOCACO89,SFOCACO89.west.lightspeed.net,west,active,Juniper,MX204,core
10.10.71.28,DALTXED24,DALTXED24.central.lightspeed.net,central,active,Cisco,ISR4431,edge
10.20.22.153,CLTNCCO99,CLTNCCO99.east.lightspeed.net,east,active,Nokia,7750 SR-1,core
10.30.203.73,SFOCART15,SFOCART15.west.lightspeed.net,west,active,Arista,7050X3,rtr
